timestamp,aqi
2025-08-04 00:57:01,53.798
2025-08-04 03:08:17,37.439
2025-08-04 04:47:52,35.112
2025-08-04 05:29:19,35.5045
2025-08-04 06:21:50,40.81400000000001
2025-08-04 07:20:22,48.879999999999995
2025-08-04 08:16:07,54.59
2025-08-04 09:20:51,54.5625
2025-08-04 10:13:53,52.179
2025-08-04 11:10:37,51.4645
2025-08-04 12:20:20,50.2555
2025-08-04 13:34:38,49.33449999999999
2025-08-04 14:15:34,48.6605
2025-08-04 15:11:35,48.6815
2025-08-04 16:14:13,49.0605
2025-08-04 17:15:56,49.80949999999999
2025-08-04 18:15:08,51.74249999999999
2025-08-04 19:12:34,55.261
2025-08-04 20:11:41,55.261
2025-08-04 21:09:59,54.624
2025-08-04 22:10:24,52.9075
2025-08-04 23:10:17,50.192
2025-08-05 00:53:31,45.982
2025-08-05 02:58:35,33.6625
2025-08-05 04:06:28,32.242
2025-08-05 05:20:51,32.949
2025-08-05 06:17:48,37.644
2025-08-05 07:17:38,44.596000000000004
2025-08-05 08:14:57,49.373000000000005
2025-08-05 09:17:17,49.804
2025-08-05 10:11:46,48.1935
2025-08-05 11:10:16,45.1845
2025-08-05 12:20:42,44.397
2025-08-05 13:34:27,44.479000000000006
2025-08-05 14:15:43,44.8305
2025-08-05 15:12:56,45.696
2025-08-05 16:10:44,47.168
2025-08-05 17:10:22,49.205499999999994
2025-08-05 18:16:00,52.9885
2025-08-05 19:13:46,59.907
2025-08-05 20:11:30,59.907
2025-08-05 21:09:48,59.163
2025-08-05 22:10:52,56.52550000000001
2025-08-05 23:10:01,52.685500000000005
2025-08-06 00:52:43,47.536
2025-08-06 02:56:39,33.722
2025-08-06 04:01:38,32.575
2025-08-06 05:22:07,33.7365
2025-08-06 06:17:48,39.722500000000004
2025-08-06 07:16:48,48.391000000000005
2025-08-06 08:14:42,53.756
2025-08-06 09:17:30,53.29899999999999
2025-08-06 10:12:15,49.783
2025-08-06 11:09:48,48.191
2025-08-06 12:20:46,47.467
2025-08-06 13:35:02,46.9755
2025-08-06 14:14:32,47.253
2025-08-06 15:12:32,48.392
2025-08-06 16:13:53,49.962999999999994
2025-08-06 17:14:22,52.62149999999999
2025-08-06 18:15:10,57.339999999999996
2025-08-06 19:11:59,65.737
2025-08-06 20:11:37,65.737
2025-08-06 21:09:44,65.248
2025-08-06 22:10:29,62.81399999999999
2025-08-06 23:10:25,58.82599999999999
